id,plant_id,organ_id,organ_type,order,segment_rank,diameter,length,parent,x,y,z,Axis2ID,Axis3ID,Axis4ID,Axis5ID,Axis6ID,Axis7ID,Age
1357,1,6,AnnualShoot_B_V#5,5,5,1.193029904,1.268529156,1356,-3.449477123,3.71004439,285.3317416,2,3,47,1,0,0,51
1358,1,6,AnnualShoot_B_V#6,5,6,1.162934625,1.268529156,1357,-2.453293658,3.569369508,286.1043963,2,3,47,1,0,0,50
1359,1,6,AnnualShoot_B_V#7,5,7,1.12756718,1.268529156,1358,-1.590001326,3.368230246,287.0118298,2,3,47,1,0,0,49
1360,1,6,AnnualShoot_B_V#8,5,8,1.106801392,1.268529156,1359,-0.800866175,3.163929354,287.983783,2,3,47,1,0,0,48
1361,1,6,AnnualShoot_B_V#9,5,9,1.081017538,1.268529156,1360,-0.054531325,2.962229275,288.9895005,2,3,47,1,0,0,47
1362,1,6,AnnualShoot_B_V#10,5,10,1.052362754,1.268529156,1361,0.584699654,2.738591786,290.062131,2,3,47,1,0,0,45
1363,1,6,AnnualShoot_B_V#11,5,11,1.022523903,1.268529156,1362,1.143945258,2.539395305,291.1831713,2,3,47,1,0,0,44
1364,1,6,AnnualShoot_B_V#1,5,1,0.819710693,0.5,1352,-9.151719808,6.237530815,286.5050044,2,3,47,2,0,0,59
1365,1,6,AnnualShoot_B_V#2,5,2,1.215534954,2.735857211,1364,-9.938030003,7.133810132,288.9673842,2,3,47,2,0,0,54
1366,1,6,AnnualShoot_B_V#3,5,3,1.176439206,2.735857211,1365,-10.50468947,7.917382353,291.5266471,2,3,47,2,0,0,53
1367,1,6,AnnualShoot_B_V#4,5,4,1.147653986,2.735857211,1366,-11.14113836,8.64973777,294.0846742,2,3,47,2,0,0,52
1368,1,6,AnnualShoot_B_V#5,5,5,1.111952286,2.735857211,1367,-11.67871955,9.214269427,296.7071207,2,3,47,2,0,0,51
1369,1,6,AnnualShoot_B_V#6,5,6,1.092546233,2.735857211,1368,-12.29765098,9.799202811,299.3070613,2,3,47,2,0,0,50
1370,1,6,AnnualShoot_B_V#7,5,7,1.063727905,2.735857211,1369,-12.92416507,10.24098579,301.9333177,2,3,47,2,0,0,49
1371,1,6,AnnualShoot_B_V#8,5,8,1.04057825,2.735857211,1370,-13.31838728,10.56836125,304.6207568,2,3,47,2,0,0,48
1372,1,6,AnnualShoot_B_V#9,5,9,1.009575527,2.735857211,1371,-13.60682043,10.79999576,307.3314885,2,3,47,2,0,0,47
1373,1,6,AnnualShoot_B_V#10,5,10,0.984905734,2.735857211,1372,-13.90630745,11.08593839,310.0358293,2,3,47,2,0,0,46
1374,1,6,AnnualShoot_B_V#11,5,11,0.965697188,2.735857211,1373,-14.16421335,11.34325552,312.747321,2,3,47,2,0,0,45
1375,1,6,AnnualShoot_B_V#12,5,12,0.943221312,2.735857211,1374,-14.28093354,11.46129611,315.4781372,2,3,47,2,0,0,43
1376,1,6,AnnualShoot_B_V#13,5,13,0.940656571,2.735857211,1375,-14.24539224,11.42400592,318.2135094,2,3,47,2,0,0,41
1377,1,6,AnnualShoot_B_V#14,5,14,0.916773375,2.735857211,1376,-14.10698472,11.24832449,320.9402096,2,3,47,2,0,0,40
1378,1,6,AnnualShoot_B_V#15,5,15,0.89674369,2.735857211,1377,-14.11924519,11.26541502,323.675986,2,3,47,2,0,0,39
1379,1,5,oldShoot,4,1,0.418005192,13.07970728,386,-8.310135019,-4.417047166,285.5715042,2,3,48,0,0,0,-1
1380,1,5,oldShoot,4,2,0.418005192,10.2348805,1379,-2.934382947,-13.12301931,285.8166929,2,3,48,0,0,0,-1
1381,1,5,oldShoot,4,3,0.418005192,4.906852993,1380,-4.399341624,-17.7186859,286.7172211,2,3,48,0,0,0,-1
1382,1,6,AnnualShoot_B_V#1,5,1,0.723834635,0.5,1380,-2.47649029,-13.30299373,285.7275665,2,3,48,2,0,0,59
1383,1,6,AnnualShoot_B_V#2,5,2,1.120327892,2.64003286,1382,-0.102098418,-14.38662172,285.3303422,2,3,48,2,0,0,54
1384,1,6,AnnualShoot_B_V#3,5,3,1.100352847,2.64003286,1383,2.331175196,-15.36078866,285.0141907,2,3,48,2,0,0,53
1385,1,6,AnnualShoot_B_V#4,5,4,1.075247279,2.64003286,1384,4.807068338,-16.27110714,285.119295,2,3,48,2,0,0,52
1386,1,6,AnnualShoot_B_V#5,5,5,1.044538466,2.64003286,1385,7.28249194,-17.18740419,285.1688047,2,3,48,2,0,0,51
1387,1,6,AnnualShoot_B_V#6,5,6,1.018013408,2.64003286,1386,9.778413139,-18.01675051,285.3975743,2,3,48,2,0,0,50
1388,1,6,AnnualShoot_B_V#7,5,7,0.990166288,2.64003286,1387,12.26923722,-18.82819699,285.7248716,2,3,48,2,0,0,49
1389,1,6,AnnualShoot_B_V#8,5,8,0.966359839,2.64003286,1388,14.7424525,-19.59972742,286.2325334,2,3,48,2,0,0,48
1390,1,6,AnnualShoot_B_V#9,5,9,0.941095398,2.64003286,1389,17.1765937,-20.40433866,286.8628753,2,3,48,2,0,0,47
1391,1,6,AnnualShoot_B_V#10,5,10,0.938451857,2.64003286,1390,19.6298347,-21.05910479,287.5858299,2,3,48,2,0,0,45
1392,1,6,AnnualShoot_B_V#11,5,11,0.921441339,2.64003286,1391,21.9603998,-22.09486149,288.2680673,2,3,48,2,0,0,44
1393,1,6,AnnualShoot_B_V#12,5,12,0.896116936,2.64003286,1392,24.18607793,-23.25683969,289.0841169,2,3,48,2,0,0,44
1394,1,6,AnnualShoot_B_V#13,5,13,0.877012953,2.64003286,1393,26.47242979,-24.24932681,289.9543686,2,3,48,2,0,0,42
1395,1,6,AnnualShoot_B_V#14,5,14,0.85886417,2.64003286,1394,28.67563529,-25.21751434,291.039851,2,3,48,2,0,0,41
1396,1,6,AnnualShoot_B_F#1,5,1,0.418476686,0.5,1381,-4.54861843,-18.18697653,286.8089833,2,3,48,3,0,0,59
1397,1,6,AnnualShoot_B_V#2,5,2,0.90674634,1.354894146,1396,-4.93226149,-19.45303176,287.1016612,2,3,48,3,0,0,54
1398,1,6,AnnualShoot_B_V#3,5,3,0.904765101,1.354894146,1397,-5.319801426,-20.68291462,287.5175206,2,3,48,3,0,0,53
1399,1,6,AnnualShoot_B_V#4,5,4,0.890445003,1.354894146,1398,-5.673952018,-21.89490761,288.0088337,2,3,48,3,0,0,52
1400,1,6,AnnualShoot_B_V#5,5,5,0.87365511,1.354894146,1399,-6.007393025,-23.05489892,288.6244434,2,3,48,3,0,0,51
1401,1,6,AnnualShoot_B_V#6,5,6,0.873328433,1.354894146,1400,-6.41205359,-24.12853943,289.3450571,2,3,48,3,0,0,50
1402,1,6,AnnualShoot_B_V#7,5,7,0.857394369,1.354894146,1401,-6.878001571,-25.13946933,290.1174892,2,3,48,3,0,0,49
