time_value,value,time_col,uuid,CropLoad,crop_load_label,source_variable,aggregation,date,panel,panel_title,panel_label,y_label,fallback_note,sd_value,ymin,ymax,dayOfYear,date_value,days_after_full_bloom_doy,days_after_full_bloom_date,days_after_full_bloom,x_axis_mode,full_bloom_doy,days_in_bloom_year,full_bloom_date,simulation_day,x_value,x_label,temporal_x_basis
19,2.7031307514151415,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-19,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,19,2022-01-19,92,92,92,DAFB,292,365,2021-10-19,59,92,Days after full bloom,date_minus_full_bloom_date
20,1.6534027740221418,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-20,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,20,2022-01-20,93,93,93,DAFB,292,365,2021-10-19,60,93,Days after full bloom,date_minus_full_bloom_date
21,2.0772167812084166,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-21,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,21,2022-01-21,94,94,94,DAFB,292,365,2021-10-19,61,94,Days after full bloom,date_minus_full_bloom_date
22,2.4829076666268506,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-22,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,22,2022-01-22,95,95,95,DAFB,292,365,2021-10-19,62,95,Days after full bloom,date_minus_full_bloom_date
23,2.9026859121169117,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-23,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,23,2022-01-23,96,96,96,DAFB,292,365,2021-10-19,63,96,Days after full bloom,date_minus_full_bloom_date
24,0.45712828801454286,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-24,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,24,2022-01-24,97,97,97,DAFB,292,365,2021-10-19,64,97,Days after full bloom,date_minus_full_bloom_date
25,1.6411735957487241,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-25,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,25,2022-01-25,98,98,98,DAFB,292,365,2021-10-19,65,98,Days after full bloom,date_minus_full_bloom_date
26,2.6216340388005777,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-26,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,26,2022-01-26,99,99,99,DAFB,292,365,2021-10-19,66,99,Days after full bloom,date_minus_full_bloom_date
27,2.008993182345733,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-27,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,27,2022-01-27,100,100,100,DAFB,292,365,2021-10-19,67,100,Days after full bloom,date_minus_full_bloom_date
28,2.2182412457676772,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-28,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,28,2022-01-28,101,101,101,DAFB,292,365,2021-10-19,68,101,Days after full bloom,date_minus_full_bloom_date
29,2.139287998976142,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-29,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,29,2022-01-29,102,102,102,DAFB,292,365,2021-10-19,69,102,Days after full bloom,date_minus_full_bloom_date
30,2.9148313304410474,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-30,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,30,2022-01-30,103,103,103,DAFB,292,365,2021-10-19,70,103,Days after full bloom,date_minus_full_bloom_date
31,1.8374739738925019,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-01-31,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,31,2022-01-31,104,104,104,DAFB,292,365,2021-10-19,71,104,Days after full bloom,date_minus_full_bloom_date
32,2.486565370266521,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-01,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,32,2022-02-01,105,105,105,DAFB,292,365,2021-10-19,72,105,Days after full bloom,date_minus_full_bloom_date
33,2.9529239408008943,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-02,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,33,2022-02-02,106,106,106,DAFB,292,365,2021-10-19,73,106,Days after full bloom,date_minus_full_bloom_date
34,2.9815359903867273,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-03,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,34,2022-02-03,107,107,107,DAFB,292,365,2021-10-19,74,107,Days after full bloom,date_minus_full_bloom_date
35,2.9697201626523726,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-04,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,35,2022-02-04,108,108,108,DAFB,292,365,2021-10-19,75,108,Days after full bloom,date_minus_full_bloom_date
36,2.446733161724415,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-05,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,36,2022-02-05,109,109,109,DAFB,292,365,2021-10-19,76,109,Days after full bloom,date_minus_full_bloom_date
37,0.2668612361196702,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-06,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,37,2022-02-06,110,110,110,DAFB,292,365,2021-10-19,77,110,Days after full bloom,date_minus_full_bloom_date
38,0.29896626956265737,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-07,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,38,2022-02-07,111,111,111,DAFB,292,365,2021-10-19,78,111,Days after full bloom,date_minus_full_bloom_date
39,1.0750765993329547,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-08,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,39,2022-02-08,112,112,112,DAFB,292,365,2021-10-19,79,112,Days after full bloom,date_minus_full_bloom_date
40,1.8631887615927694,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-09,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,40,2022-02-09,113,113,113,DAFB,292,365,2021-10-19,80,113,Days after full bloom,date_minus_full_bloom_date
41,2.314527364536869,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-10,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,41,2022-02-10,114,114,114,DAFB,292,365,2021-10-19,81,114,Days after full bloom,date_minus_full_bloom_date
42,1.4223170492894435,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-11,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,42,2022-02-11,115,115,115,DAFB,292,365,2021-10-19,82,115,Days after full bloom,date_minus_full_bloom_date
43,0.8708712988983199,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-12,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,43,2022-02-12,116,116,116,DAFB,292,365,2021-10-19,83,116,Days after full bloom,date_minus_full_bloom_date
44,0.47308551857262976,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-13,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,44,2022-02-13,117,117,117,DAFB,292,365,2021-10-19,84,117,Days after full bloom,date_minus_full_bloom_date
45,0.9601145979884343,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-14,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,45,2022-02-14,118,118,118,DAFB,292,365,2021-10-19,85,118,Days after full bloom,date_minus_full_bloom_date
46,1.8671144668688497,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-15,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,46,2022-02-15,119,119,119,DAFB,292,365,2021-10-19,86,119,Days after full bloom,date_minus_full_bloom_date
47,2.2614836741469047,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-16,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,47,2022-02-16,120,120,120,DAFB,292,365,2021-10-19,87,120,Days after full bloom,date_minus_full_bloom_date
48,2.150939846299907,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-17,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,48,2022-02-17,121,121,121,DAFB,292,365,2021-10-19,88,121,Days after full bloom,date_minus_full_bloom_date
49,2.3060238492959613,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-18,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,49,2022-02-18,122,122,122,DAFB,292,365,2021-10-19,89,122,Days after full bloom,date_minus_full_bloom_date
50,2.392931419829179,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-19,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,50,2022-02-19,123,123,123,DAFB,292,365,2021-10-19,90,123,Days after full bloom,date_minus_full_bloom_date
51,1.781463306358917,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-20,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,51,2022-02-20,124,124,124,DAFB,292,365,2021-10-19,91,124,Days after full bloom,date_minus_full_bloom_date
52,1.866099226506744,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-21,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,52,2022-02-21,125,125,125,DAFB,292,365,2021-10-19,92,125,Days after full bloom,date_minus_full_bloom_date
53,2.2815042047243477,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-22,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,53,2022-02-22,126,126,126,DAFB,292,365,2021-10-19,93,126,Days after full bloom,date_minus_full_bloom_date
54,1.5409106128917478,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-23,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,54,2022-02-23,127,127,127,DAFB,292,365,2021-10-19,94,127,Days after full bloom,date_minus_full_bloom_date
55,1.5530565049164107,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-24,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,55,2022-02-24,128,128,128,DAFB,292,365,2021-10-19,95,128,Days after full bloom,date_minus_full_bloom_date
56,1.5035285733867154,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-25,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,56,2022-02-25,129,129,129,DAFB,292,365,2021-10-19,96,129,Days after full bloom,date_minus_full_bloom_date
57,1.952340070908403,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-26,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,57,2022-02-26,130,130,130,DAFB,292,365,2021-10-19,97,130,Days after full bloom,date_minus_full_bloom_date
58,1.4088068672180414,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-27,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,58,2022-02-27,131,131,131,DAFB,292,365,2021-10-19,98,131,Days after full bloom,date_minus_full_bloom_date
59,1.2695426882470686,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-02-28,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,59,2022-02-28,132,132,132,DAFB,292,365,2021-10-19,99,132,Days after full bloom,date_minus_full_bloom_date
60,1.7600390174282592,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-03-01,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,60,2022-03-01,133,133,133,DAFB,292,365,2021-10-19,100,133,Days after full bloom,date_minus_full_bloom_date
61,1.4292245400922798,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-03-02,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,61,2022-03-02,134,134,134,DAFB,292,365,2021-10-19,101,134,Days after full bloom,date_minus_full_bloom_date
62,1.821095469257436,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-03-03,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,62,2022-03-03,135,135,135,DAFB,292,365,2021-10-19,102,135,Days after full bloom,date_minus_full_bloom_date
63,1.8150301776595579,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-03-04,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,63,2022-03-04,136,136,136,DAFB,292,365,2021-10-19,103,136,Days after full bloom,date_minus_full_bloom_date
64,1.9632327653374586,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-03-05,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,64,2022-03-05,137,137,137,DAFB,292,365,2021-10-19,104,137,Days after full bloom,date_minus_full_bloom_date
65,1.996700299656662,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2022-03-06,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,65,2022-03-06,138,138,138,DAFB,292,365,2021-10-19,105,138,Days after full bloom,date_minus_full_bloom_date
326,1.4243280705597725,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2021-11-22,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,326,2021-11-22,34,34,34,DAFB,292,365,2021-10-19,1,34,Days after full bloom,date_minus_full_bloom_date
327,0.8552482692450902,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2021-11-23,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,327,2021-11-23,35,35,35,DAFB,292,365,2021-10-19,2,35,Days after full bloom,date_minus_full_bloom_date
328,1.6508665652533374,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2021-11-24,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,328,2021-11-24,36,36,36,DAFB,292,365,2021-10-19,3,36,Days after full bloom,date_minus_full_bloom_date
329,1.6070075055062216,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2021-11-25,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,329,2021-11-25,37,37,37,DAFB,292,365,2021-10-19,4,37,Days after full bloom,date_minus_full_bloom_date
330,2.595708094064985,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2021-11-26,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,330,2021-11-26,38,38,38,DAFB,292,365,2021-10-19,5,38,Days after full bloom,date_minus_full_bloom_date
331,2.418471911667238,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2021-11-27,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,331,2021-11-27,39,39,39,DAFB,292,365,2021-10-19,6,39,Days after full bloom,date_minus_full_bloom_date
332,1.3809409883046064,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2021-11-28,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,332,2021-11-28,40,40,40,DAFB,292,365,2021-10-19,7,40,Days after full bloom,date_minus_full_bloom_date
333,2.178555636001301,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2021-11-29,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,333,2021-11-29,41,41,41,DAFB,292,365,2021-10-19,8,41,Days after full bloom,date_minus_full_bloom_date
334,0.787162341852866,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2021-11-30,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,334,2021-11-30,42,42,42,DAFB,292,365,2021-10-19,9,42,Days after full bloom,date_minus_full_bloom_date
335,0.3582281866401765,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,waterFlux_optimized,daily_max,2021-12-01,B,(b) Daily maximum hourly water flux,(b) Daily maximum hourly water flux,Water flux (L tree^-1 h^-1),"waterFlux_optimized converted to L plant^-1 h^-1 as value * 3600 / 1000000, then daily maximum was used",NA,NA,NA,335,2021-12-01,43,43,43,DAFB,292,365,2021-10-19,10,43,Days after full bloom,date_minus_full_bloom_date
